product_id,review_content_en_clean,sentiment
B0BC9BW512,about the tv wonderful probably the best tv in this price range inr13000 good google interface loaded with features lightweight 55 watt power consumption stable designaverage sound and picture quality is quite good but if you compare it with premium brands then obviously not that good features most of the streaming apps available and compatible you can connect with wifi set top box gaming console old dish cable and direct tv antenna as well built in chromecast to cast any compatible app directly from phone to tv over same wifi networkways to connect phone 1 via cast feature on mobile apps no password needed only need to be on the same wifi network2 via chromecast app project only selected media pics videos or entire phone screenways to connect pc laptop 1 windows cast option project the entire laptop screen on tv using windows cast option need to be connected on same wifi network2 via hdmi cableabout the amazon installation service awful 1 the technician brought a cheap hanging hook that had mrp inr116 on it and asked for inr499 for it without any receipt he kept telling that it was not for sale and company had sent this specially it clearly had mrp mentioned on it2 i went to market and bought a much better cabinet for just inr200 and for installation of that as well technician was really adamant to drill the two required holes on top he just drilled one on top and one on bottom and kept all the other spare screws which i had bought with him after about half an hour of arguments he finally drilled the other required holes and for all this he kept cussing me that i wasted his time there was no assistance from the person who represented the service agency as well this whole process took me two hours to complete that too with lots of arguments this was the worst installation experience in my life so far bottomline please do not avail the so called free installation service from amazon it is just a scam instead call the acer support they will do the job much better after using it for 2 months here are it s pros and cons pros 1 it s awesome blacks are very good and is adjustable sound with 30db is very good4 looks great with thin besel5 remote comes with favorite ott buttons content upscaling is very good remote could have been better can t use dth remote to turn on both televisison and set top box remote operation is bit complex motion technology not great there is a noticeable blur when watching moving ballson ott but it decreases when you switch to dth it s a nice buy at this price point i think i am getting fairly better picture quality and sound i am satisfied with the product product has good picture quality good product at that price with 25w sound applications running smoothly 3 months older no issues yet it s running smoothly you get decent features for the price you pay screen resolution might be set back as you may find pixalation overall it s good i am amazed with the picture quality of this 720p hd ready tv it is truly an amazing panel i found it suitable for a viewing distance of between 6 to 10 feet any nearer it may not look very crisp and any farther it will feel like a very small size the speakers are also very good for the price and can get very loud without any distortions since the speaker is downward firing the experience will vary based on whether the tv is wall mounted or kept on a stand the remote is good voice search works well for me tv start up takes a long time in my opinion but i have not compared it against any other 32 inch tv and hence do not know where it stands among peers 5 ghz wifi works very well even across walls only negative aspect i faced is w t the experience of using my bluetooth headphones earphones firstly the connection sometimes doesn t happen automatically after a restart which means i have to remove and re discover the device thru the menu which is not simple secondly the signal itself seems to be very weak and even at a distance of 8 feet in front of the tv the signal breaks even if you move your head by 2 3 inches i am still super happy with this tv i got it for 8k during the launch offer and it is totally worth it and is recommended from my side at this price range 11499 it is good quality product on this market acer only should work with sound quality improvement otherwise all ok picture quality really impressive wifi connectivity good easy to install boderless screen design is premium and also google voice support is good sometimes lagging no major issues found on this tv just go for it good product very nice productsave money,positive
B0B61HYR92,quality issue cable length is ok quality is not good in this price it is ok very good quality product reasonable price alsoyour cable easy to replace good product but thickness of cable is less it is very good product,positive
B075ZTJ9XR,good quality product the length is perfect quality is really good the built quality is also good the output through this cable is also very good it doesn t affect the output as much as other local cables great product to buy for your pc and also projectors good product its still working the same after using it for 2 months as per expectations hence it s value for money maintain quality of picture etc,positive
B0978V2CP6,atlast i connected successfully but sound volume clarity not adequate to be assessed tell the seller to write connecting procedure clearly manual printing also is bad i had to struggle does what it says works well to connect two bluetooth devices to any other device like a laptop can take a bit of time to pair two devices but the manual in the box helps sound quality over aux cable too is good even if you do not have a digital output or rca you can still use it bit bit flimsy and delicate but then you don t need to move it around everyday disadvantage the sound and video lag with distance while connecting bluetooth with headphones pairing with headphones difficult need to wait long feels volumes low i got this to add on to a high end system which traditionally doesn t have the facility however it s often requested when guests come over i was using a phoenix transreceiver but the constant need of charging and the single indicator led made it difficult to integrate into this kind of application the optical out is connected to a dual ess9028 dac and the device used for transmission is the ipad air this lacks a battery which is a big differentiator this means it is not exactly portable and the form factor reinforces that feature it is intended to be a desktop unit and it comes with a reasonable set of cables the quality of the included cables is quite poor so it s best to use something else compared to the direct input from usb the overall sound is poorer with a shrunken soundstage and coarse vocals and treble this is being used in a high end system i suspect with many lesser speaker amp dacs it will be acceptable the level is about 1 2db lower than a direct usb connection to the dac it is around the same as my signature acoustics unit which is 1 3rd the size but uses a battery and doesn t have a volume control or the bypass feature or the nice display which is handy if you are close by the bypass is one of the highlights of this device it basically connects the two optical ports together in passthrough and allows you to use both bt and another optical source receiver though only either can be used at a time the build quality is average it is lightweight enough that a set of decent cables will tip it over backwards hence the thin cables supplied the onboard volume control is nice if a bit redundant given everybody uses their handheld or other device to control volume i use the dac remote it also has only 16 clicks so the control will be very coarse the display has no spelling errors and while the resolution is low it is sufficient for the tasks it s quite expensive but is more kitted out than similar devices the sound quality limitations of bt transmission compulsory resampling and lossy compression among others cannot be overcome even with the fanciest devices and protocols so i d rank it close to the top of what you can get as an add on for a hifi system there are cheaper options available bluetooth range is very less bought it to connect my old sony 5 1 blueray home theater with mi 4k box which does not have optical sound port it has an spdif optical port which can connect to the home theater optical in,positive
B09LRZYBH1,everything is fine but sound quality should be little bit more enhanced after viewing the price it is also good awesome product fm radio antenna isn t strong enough rest features are value for money tower speakers are big but the size of this is not big sounds r good i recommend if the size was big then the sounds will better product is good awesome speaker quality tooo loud speaker with clean and clear clarity fm needs to tuned but in this price no one will provide this quality of speakers single speaker beat entire home theatre or surround system,neutral
B0B997FBZT,the screen is va type if we want to see good picture we need to maintain minimum distance to tv because this tv pixels are so big but if we maintain minimum distance picture looks so sharp and black levels look great and other thing tv s colour reproduction is not that great compared to ips screens but in this price it is a good deal thare is definitely lag in tv software and remote control in the start i have bluetooth connection issue but after formatting tv problem was solved this tv have sound bar and it s sounds great compared to other tv brands especially in this price range i will recommend this tv if you want to buy this 32 inch s series tv 5 month use overall good but it become little slow when we install apps rest everything is fine i liked it and i think you also love it if your budget is in this range first fall i was take as buy a acer tv then i have fear because acer tv is new brand and if any problem with tv serving but after purchased and using my fear was goes because tv functions is good and warranty also available overall its a good product some times it lags and once it got auto restarted but company has lied to customers with that there is 16 gb of space in the tv which is not therestill i like the picture and sound quality i am very happy when i order this tv i have purchased it on diwali when we start to use this tv we found that to use the cromecast feature i need to install a third party app which is not support to my mobile phone samsung m21 i am very disappointed now for this feature but what can i do now it has good and loud sound system my overall experience is not meet to my expectations this is an amazing smart tv clear view and awesome sound 4 stars only because i couldnt get jio universal remote to work with it under 15k best smart android tv everything is perfect like sound bluetooth connectivity and wifi connectivity finally a budget friendly smart tv for middle class people who is having 30k salary per month picture quality ok ok sound super warnty best no product is perfect in all segments this one also not an exception,positive
B098LCVYPW,good quality as mentioned in the product details the loop is not provided the quality of the item looks average it fits perfectly on remote its worth for the money i spent good product good product i would not say this as a value for money product but it fits fine on the alexa remote the fit is little clumsy towards top of the remote compared to rest of the areas if you also hate covering your remote with plastic covers this is for you good quality reasonable pricing and designed ergonomically,positive
B09HV71RL1,quality of cable is good and fast charging and customer care support very helpful simply the best cable works really well with fast charging brick don t buy if you have problem with loose pin its pin is same as oroginal iphone pin but the wire quality is good if you want to take for that it just took 2 months for thier pin to break awesome charging wire awesome quality and fast charging the product works fine it is able to deliver fast charging when connected to a 20w charger the cable is durable unlike the apple oe cable,positive
B08PZ6HZLT,tv is good in this price range it s an excellent product for this price range picture quality is good amazing product sound quality is okay and smart features is little bit slow but it s okay overall love this product good product,positive
B075TJHWVC,very good product ever since i have been using it it s working fine picture quality is good and signal is also up to the mark i have been using this digital tv hd set top box since a month with no problems also weather was good since then and i will check it in bad weather conditions also because mostly these stb s give problems in bad weather conditions till now it s working fine okay good product i like this product,positive
B09LV13JFB,very disappointedrange is not good it doesn t catch from a little far and it doesn t support bluetooth and untill and unless it is not connected to set top box via bluetooth voice search will not work also yo can t return you can only replace it very bad product never connect only bluetooth,neutral
B092BL5DCX,before finalizing the aue60 55 i visited croma and vijay sales to check for the same tv or similar models for their features and picture quality i was told aue60 aue70 the models listed here as crystal 4k and 4k pro are e commerce exclusive models i was shown au7700 which has the same processor panel and features but was listed at 65k for the 55 version i liked the picture quality and decided i ll get the aue60 since it shares so much with au7700 why i went for aue60 vs aue70 i knew i wouldn t be needing a voice assistant and wanted to save 3k i knew even if i wanted a voice assistant i could plug in fire tv mi tv box and get those features later on delivery was pretty hassle free the delivery executive unloaded the tv in the room i asked for and opened the box to inspect the tv for any physical damages samsung technicians came in a few hours later installed and gave a demo sound per other reviews sound from speakers is apparently bad but in my case i found it satisfactory i have it wall mounted in a 10x12ft room and the tv s speakers sound better compared to bose soundlink speakers that i connected it to via bluetooth picture the panel s great but nothing worth raving about gray uniformity isn t great i gray tones won t be perfectly uniform across the whole panel there ll be darker zones towards the edges corners based on backlight placement blacks aren t perfectly black and they re brighter than you d expect from a va panel but this isn t noticeable at all when the room is lit no backlight bleed colors are as good as i d like them to be and the panel does get noticeably bright for my taste even when brightness is turned down to 40 720p content is watchable from 8ft 1080p is good i d say better than i expected and 4k is well connectivity i have a 35 mb s broadband connection and all content streams in 4k when available without stutters the tv has bluetooth 5 and works with tws and neckband earphones fine i use oppo enco w51 and boat rockerz 330 there s no noticeable latency and volume can be controlled through the remote itself apps features has all the standard slew of streaming apps i needed netflix apple tv youtube all of them stream 4k content except for hotstar which only streamed 4k a few times 1080p is still very watchable and not really a deal breaker no dolby vision support which i made my peace with considering the fact that 99 of budget tvs in the market can t produce the contrast you d expect out of dv content anyways so why care and hdr content is definitely better looking than non hdr ones in terms of colors and vibrancy i planned to use the tv without cable but the tv does come with some channels like republic tv these stream in 1080p so a great bonus to have remote very basic rf remote unlike bluetooth ones on most new tvs the remote s looks pretty sleek and stylish but that s about it biggest gripe typing to search for things within apps is a pain in the behind you ll need to use the d pad to navigate on an on screen keyboard you can control the tv using samsung s smartthings app but guess what you can t even use your phone s keyboard to type in when controlling through the app this is something that can be added through an update but it s not there yet attached pictures are all of 4k content resolution might get scaled down after i submit the review but you can still get an idea of the tv s design looks i d say i m really happy and given the chance wouldn t change my decision so end of the day and lasts a couple of years more than i expect i can overlook all other cons i d highly recommend the tv if you have the same expectations from your next tv placed order on 18th dec 22 received defective product updated to amazon service they replaced with new product today 27 12 22 will post long term review pros picture quality design thin n bezel less cons sound bit okay upsacling of sd channelsover all satisfied have been using it since month now picture quality is amazing 5 5 as always installation service from samsung was seemless 5 5 smart features are good this model don t have voice recognition 4 5 audio quality is not good it s clear but loudness is not sufficient if installing in big hall it also lacks base purchase a sound bar separately if buying this model but the picture quality is ok ok best tv product in given price range value for money product,positive
B09VH568H7,please don t buy this product cable stopped working after 10 days automatically very nice product and cheap compare to other using for a month now quality product as it charging in 36 hours within 10bdays of usage,neutral
B09HQSV46W,pros xiomi 5a is best in budget nice picture quality very nice audio output full of featurecons sometimes tv lags sometimes stucksin this prize range all tv having cons like this the product in this price range is good but as it is running in android 12 it lags i hope after few updates the lags problem will be resolved useless product and useless quality display issues within 7 months and service center is not upto the mark go for better brands where quality is assured i would wish if there was option of negative stars uses as connectes tv the picture is very good i was hopping a best level of song globaly it is a good product then ever good quality,positive
B08TZD7FQN,value for money and works flawlessly on xiaomi television this is a little costlier than the original product there are some improvements in the design from the original one and works almost good could be much better the battery cover wasnt fitting well in the new product itself it stopped working after a month of use but not get feel of original remote control with tv what we get but it s working fine with my mi 55 smart tv first delivery remote control wasn t working after replacement request received new rc but within 8 days volume buttons stopped working pathetic experience how will amazon compensate this,neutral
B0B21XL94T,it has been a week since we bought the 43 led tv its definitely a value for money buy good picture and sound quality loaded with abundant apps and features the flip side is the installation time as has been mentioned by others in earlier posts it took several calls to the toshiba customer service very laidback and definitely not pro active final escalation to the service head worked and by then it was 3 days since the product arrived and was lying still product wise no complaint delivery wise no complaint this product am recived 5days but not insatlation services is very poor good quality of picture and sound sound achi hai toshiba regza engine is good this product now owned by hi sense tv company of china which number 2 rank tv company through out the world in your tight budget it is good at this price range i think you will never find as good as this the quality worth able price for the product but installation is poor,positive
B09PTT8DZF,go for it without any hesitation even after selecting a branded product lenovo i got this cable which only works with samsung devices but doesn t work with lg devices poor compatibility files transfer oksuper fast charging cable goodmeets my expectation very great quality just purchased and using charging ok,neutral
B0B3XXSB1K,there s no magic remote and lg should include it by default as it makes life easier the magic remote costs around 3k approximately display when turned on tv and tested the display on black wallpaper found very small green and white dots immediately called up amazon first and then we scheduled a tech visit the tech did not come rather spoke on call and asked what s the problem and when informed about the problem he said needs to be replaced but no body came with it so i waited for 2 days again and nothing was showing up on amazon app about replacement so doubting it i called up amazon customer care again and explained everything again and finally spoke to some one and she said she will get it replaced and i was given another date within 4 days this time the replacement came and was good amazing picture quality and sound clarity but only drawback is that it did not come with a magic remote the television is good but the installation service is pathetic first of all they did not contact us till 2 days after the tv delivery and we got frustrated and call lg customer service and they accepted our problem and send a technician after 2 hours and while installing the mount he installed 3 bolts successfully but he broke the last bolt and we asked him will it not cause a problem in future he said it wouldn t but we don t really believe him very nice good quality best in this price nice choice i like lgworth for price,positive
B08RZ12GKR,the fist time i bought it lasted about 6 months the second time barely a week spent a little more money but went back to the original from tata sky not really going to buy this again good product i like it for prompt delivery plus super touch operating t it s working as expected satisfactory weak of body we received damaged product there is a crack in front of the remote pls check n make sure this should not be repeat again,neutral
B0B4T8RSJ1,it s a good data cable and i recommend it to purchase the only issue was the metal pin is not fixed firmly so it has become loose otherwise no issue must purchase cable which is sturdy it s not a fast charging cable but the three outlets does the job good sturdy micro usb cable with good charging speeds best for this price good one,neutral
B0B7B9V9QP,good quality in time installed tv thik hai but vu ka customer support bhot bekar hai bacho se tv lock ho gya tha but vu customer support bhot bekar hai in time delivery and proper installation at the time of delivery itself value for money for 32 tv requirement with branded product good product one problem is casting whey you cast video from hotstar it comes black screen other than that picture and sound quality is awesome picture quality just ok sharpness missingsound and speakers need lot of improvementsettings and menu can be optimised furtheroverall it s a mid grade product picture quality good as expected internet experience also good,positive
B08XXVXP3J,good and easy to use but product life is hell short it means you have to buy it within next six months quality is good and working as expected decent replacement cable for my aging external hdd works at usb 3 worst cable dont buy guys manufactured in china the usb cable was useless after logging in this cable i was not able to transfer data from one laptop too another,positive
B06XGWRKYT,product is good as per the price but customer support team is very bad asking for money for installation and the most important thing that customer service team have not good manner behaviour to handle the customer 1 star for them if possible then start should be in minuse for them it s ok everything is ok i have used kodak 32 led tv since last 3 year and running well so i want to purchasesame tv again same model number but when new tv received i notice that outer body is not so durable and have no volume or menu switch in new one old one habe 6 keys on right side panel only have one on off switch others in remote only now lets see how many years it runs point is it has optical port thomsan and kodak both mfg by simtronic india ltd picture and sound quality is very good allover nice product vallu for money vga port is not present display quality is not good,neutral
B07CWDX49D,good product nice products and easy to use very good quality and the product is very good simply go for it i have been using this almost for the last 1 5 years i have been using this every day the whole day during office hours and sometimes work at home both for my phone and laptop using with 65 watt charger it is trouble free and does its job as we expect it to do no problem whatsoever the big plus point with this cable is that it does not entangle to develop constant fold that becomes cracks over a period of time this is the issue that i had with other cables this one is perfect you can simply go for it strongly recommended the length could have been longer godd quality material and fast charging,positive
B09TY4MSH3,i bought this remote as my original remote of fire tv 4k stopped working this remote works ok ok so when it works it is interesting i get the right bottom popup note from fire tv that the battery is too low in the remote even if the batteries are new if you are in urge to go to specific show and play it sudden it stopps responding to the remote and all of a sudden your thumbnails keeps scrolling without you doing anything so the response is in accurate some times when it is working alright some times it goes well without any issues so don t know what to say if you want to put 2k extra and buy the original i suggest you do that if you are running short on money and not feeling to put that amount for original and you can adjust with the above mentioned issues then you are good to go with this one all the best on your buy guys you ve to press too hard not as responsive as the previous one need to press harder no real problems though thankfully got this to replace firesticks remote which malfunctioned very soon this option is best fit at best cost voice control as well works well not an original remote cheap copy working at the moment but can breakdown any moment never buy separate remote it is useless don t buy this product battery drain problem,neutral
B07RY2X9MP,the product quality is really amazing the wire length is enough and it is a sturdy wire it comes with one year warranty which makes it a good choice to have quality is good i like it very much it is a very good product nice one high quality product hd picture was converted to 4khd quality with better visibility the cable looks and feel very sturdy streaming experience was really good i tried mirroring my laptop with the tv screen it works perfectly i would really recommend to get this length 10 foot 3m it gives a good room space to work with,positive
B0B2C5MJN6,wifi connectivity is getting lost frequently at every 30 to 45 minutes we have to re connect to wifi all other specs good for price jio cinema not working even 3rd party app is also not working startup time comparatively high display superb sound not so good best if you gonna buy soundbar with woofer tv is good but i have some question for manufacturer i am not able to find a option to choose default input as i want to see hdmi1 when tv start or whatever i choose last it is good within the price segment but there is some delay when we increase or decrease volume it take few seconds to reflect on tv else everything is okay happy with the performance picture quality in this price range comparing to other valuable brand tv picture clarity is good added with google interface it gives good user experience,positive
B0BBMGLQDW,its awesome good lengthy with good metalic body on jack side difference can t find with older cable great stuff and superb quality good product i am like the hdmi cable,positive
B01LONQBDG,go for it with out second thought it works well in my new kia carens car excellent product my daughter enjoys charging her mobile sitting in second row you can easily transfer files between two android phones one with micro usb port and the other with usb c you can also charge your phone 3a fast charging upto 15w the product didn t look new to me since it had yellow stains on it and little dirty at the two connector ends it s working as it should so that s that it s functional and serving the purpose that i got it for amazonbasics products are generally good have used quite a few of them mostly cables and they are durable hope this helps good product if you are a macbook 2016 user you only have usb c ports and have to carry dongles to manage cables this little cable makes life easy it is reasonably high quality not too long around 6 inches and can be used to connect all your micro usb devices without an additional dongle think phones it has proved to be a lifesaver many times connects an android device to faster versions of new generation laptops pc macbooks usb c thunderbolt ports quality of cable is similar to apple original cable ports are perfect fit in any port data transfer speed is amazing a must buy for all macbook m1 owners very good quality and finish the cable could have been thicker however solves the purpose of connecting your device to external source i am using this small adapter cable to connect my note 8 which has usb c port to my external dac chord mojo has micro usb port to listen to my hd resolution music files now i dont need to connect a otg adapter along with a usb a to usb b cable,positive
B08XXF5V6G,it s a good tv with a picture and sound exceeding its price class the installation however it was delayed until several calls the technician was not the most well behaved in the world happy that i bought this tv at this price picture quality is good but connectivity is slow and remote function also good one happy with the purchase smart and good work,positive
B09HK9JH4F,all is good except little loose cover i ordered this specifically for the colour it fits okay the product catches lot of dust priced over is item it was a bit overpriced but a good quality product i did not receive the same blue color as showed in the description but received some glowing light blue colour which glows in dark remote stops working after 3 months volume buttons should also be covered with transperant layer as symbols get wornbout over time it is smooth made with rubber perfectly fits to my remote,positive
B09MMD1FDN,its very strong remote i ordered 2 other remotes earlier which were very delicate this one is working perfect and having good durability it is value for money quality average but serves the purpose the remote is not of a great quality though it does its work sometimes it gets stuck and we need to wait for few seconds before the buttons work the buttons are hard hence it s not comfortable simple remote to replace original sony bravia tv remote does the job brilliantly lives up to product promise did not work with my led tv model kdl 46ex520want to return it s suits perfectly to sony bravia 4k led ke liyen full use this remote information book nahi mili iske sath,neutral
B09HN7LD5L,a good product got this for old 40 inch lg tv which is heavier and thicker than current models has held so far stand is easy to install but price is too for this item the product is very goodfits perfectlya little bit over priced it worked like a charm handles my 65 inch panasonic tv well easy to assemble i returned it because of not fitting to my tv that s why serves the purpose but one should be careful around the stand base is not wide enough for good balance small push or touch will result in a fall we have to be very careful while cleaning around,positive
B0BNDD9TN6,overall working is very smooth and it s easy to operate also highly satisfied with the product at this price hoping that higher versions of android os can be updated in future quality and light weight good product for the price spent would last long if maintained well,positive
B0941392C8,received damaged product good quality product i liked the product for its charging and value for money it charges quickly easy to handle i suggest to go for it its not orignal usb its 100 fake lava usb in product pictures lava logo tagged in usb but i received printed lava and box are also diffrent brand it s not fast charger i use vivo charger in 1 5 hour it charge full but i use this lava charger it has taken 3 5 4 hours to charge fully best braided brand,neutral
B01M5967SY,the signal is too unstable once connect you need a bit of adjustment by unplugging or moving the wire to get a proper signal but does the job go for this if you want to experiment with hdmi as i wasn t sure it would work for me or not otherwise go for a good quality breaded cable good product the cable did not come in a box there is no box if this was to be shipped without any packaging or branding same should have been mentioned when we pay for hi quality products we expect a certain quality i still have no idea if this is a hi speed 4k cable or not bought to connect my cp monitor cctv to mi android tv ok quality at this price i give it a 5 on 5 reasons as below same day delivery within 4 5 hours the delivery person was good robust built quality it is working excellent i m using for lapptop to big screen tv connectivity and could see the undistorted picture and sound nicely doing its work a few words of cons feels a little hard to adjust and bend as per requirement but this may not be a serious concern,positive
B016MDK4F4,quality perfect received as per specification,positive
B08G43CCLC,valu money good quality products checked it working so good also speed is very fast satisfying product this adapter is meant to help connect your laptop or desktop to the internet using wifi unfortunately it keeps getting disconnected and also reduces the internet speed not recommended very nice product essy to use easy to use,positive
B0B61GCHC1,good product cable is very good it wort perfect with morpho device cable is hard it may break after sometime but till now it is working properly the cable works well but it is little bulky and not able to fit properly in the original cover of the device good product easy in use this product is very good,positive
B07RX14W1Q,sturdy built and good quality only worry is not made in india using this for my car honda civic working good i am still looking for a cast screen cables good quality giving perfect result it is limited to hd quality not 4k i do not want this product i am using separate monitor and a laptop for my office work while using local hdmi cable my monitor goes off if i try to switch on off other appliance like fan later i came to know that it is due to local hdmi cable this issue is completely fixed now after using this product worth buying,positive
B09PLD9TCD,v nice and good very non responsive company after several reminder to company and amazon they don t bother to install the tv as committed since last 8 dayslet s see how they will respond in case of warranty or service requirement in future picture quality moderatesound quality moderateremote access moderateas per price product is good product is worth to buy good tv with good service,positive
B0B8ZKWGKD,if you have brain its very easy to install and yes the plastic is good enough to hold your alexa rest the cost is no doubt on a higher side the fit and sturdy you buy without 2nd thought but price is the concern ya an amazing fit for my alexa and very easy to place anywhere on any socket,positive
B09NNJ9WYM,the worst service given by amazon you say it s amazon product but after booking many times nobody came for installation quality is good software is not updated you should give updated versions product is super but have some connectivity issues in mirror casting delivery and pickup super but the person who pickup the product dealt rudely with product i really like picture and sound quality of sansui led tv i would recommend as smart tv and easily installable apps make it completely internet tv picture quality not god very poor quality of stand screw broken with fixing of stand and my wall mount stand missing there totally disappointed with amazon today installation people came and demand 500 rs more for wall mount stand all the smart features like youtube not in this while youtube is mentioned in features picture quality is not so good tv ok but amazon not responded for me for installation work even after many calls and messages and reminders so better to install on our own,neutral
B08H5L8V1L,purcahsed 2 pieces supports fast charing good compatible with many devices braided cable protects from uneven bend so should last long liked the length of the wire the quality is good now these days smartphone are so expensive and we are very careful about that but once our charging cable lost or broken we will think about the right one before purchasing i was visit many local shop and also search many brands here but finally i choose this one it s really work good now almost 2 month completely i didn t face any problem so i am a happy customer you can try the cable is very strong and the pins look durable slightly pricy though it is compatible for redmi note 9 and supporting fast charging too this is a must buy thing one should not think twice worth of buying good product,positive
B0B8CXTTG3,pros xiomi 5a is best in budget nice picture quality very nice audio output full of featurecons sometimes tv lags sometimes stucksin this prize range all tv having cons like this the product in this price range is good but as it is running in android 12 it lags i hope after few updates the lags problem will be resolved useless product and useless quality display issues within 7 months and service center is not upto the mark go for better brands where quality is assured i would wish if there was option of negative stars uses as connectes tv the picture is very good i was hopping a best level of song globaly it is a good product then ever good quality,positive
B09HCH3JZG,would have liked the product to be in the company box sealed i m not sure why that is not possible these days it seems to be a common trend to ship in a separate pack why can t we have company box pack my first purchase on amazon for which i can give more then 5 star if i was allowed to it is what you can call total value for money i have not even checked it by plugging in pc to monitorand don t have to quality speaks for itself cable is around 10 mm thick and braiding looks like ithas been pasted on cable by a sheer force its not going to peel away in years it looks so strong that i felt likei can toe my car with it its 10 feet long any one wishing to buy a expensive cable should try this cable firstit will not let you down build quality didnt expected i can get so good cable for 900 rs does all it says good product perfect cable and i m getting 120hz 4k when connected to my freesync certified tv 55q80t ignore the other expensive cables the only catch was there was no proper packing and came in a branded polybag stuff which could have been used as a simple carton box to protect it from transportation great value for money cable build quality is good i tested this cable for 4k hdr 60fps and 4k 120hz it s of good quality but most of the times you just need hdmi 2 unless you have 8k or gaming 4k120hz consoles go for 2 0 in all other cases which support 4k 60hz and atmos,positive
B097JVLW3L,the product is over all good jus the headphone adjustment gets stuck hence not that great sound bt it s good thou very nice product good product can buy for timepass who interested in movies much loving good vr headset best when viewed with exclusive vr apps picture compatibility was less with youtube videos so better to go with good vr apps available in playstore overall a good product amazing product to buy i ordered this product seeing the high cost with perception it must be worth of its price the product is cheap chinese plastic crap and definitely not a worth more than rs 500 at most in the end it s a cheap chinese product sold in india at rs 2600 which is not even worth of more than rs better if you go for some other not very costly and simple vr set under max rs 1000 or either a expensive vr set of very reputed makers if you re dire enthusiast amazon services and customer support is exceptional and here i believe that s what make them on top caution this product has no refund policy it can only be replaced think deep before you buy,neutral
B09SB6SJB4,quality with low price it s working good and satisfied good quality as well i was surprised to see this when i checked current rating in ampere app while charging it shows more current than what i saw while using company original cable this is just awesome cable material looks really premium only thing is the connectors are bit rigid at both ends the fitting of the ports is acceptable some quality issues charges less than the phone s original data cable if you want good performance then you should spend 200rs 300rs and buy a good one great for the price as compared to similar cables from comparable brands got it for a good price during the sale period satisfied fast charging,positive
B08NW8GHCJ,used this cable for 10 months really like the cable length i ordered this for my s21 ultra as and it is working same as my original cable it is charging very fast with my 25w charger i ve been using this cable since a year now and never faced a single issue till date quality of the cable is excellent and is very durable it is also a value for money product highly recommended good small cable yet to be tested though good one this is good and long cable easy to use,positive
B09YHLPQYT,cover is perfect size wise and it s exactly same as shown in picture best product and best fitting for remotevalue for moneysoft materials nicei recommend this product thanks amazon and shopoflux team quality is good don t know about durability as just 1 week of use one thing that cover will appear bit high than button so keys are not easy accessible though it s not the fault of the cover mi remote keys aren t popped out too much good quality perfect fit and material feels good must buy product fits with the mentioned product cover is a perfect fit and feels good in hand our remote had a little loose battery housing but this will help it hold perfectly only issue which comes with any silicon case would be keeping it clean,positive
B08G1RW2Q3,i purchased to connect my security camera the purpose is met firstly it s good enough in length i like this but only long data cable otherwise it s not charge fast it s a normal cable i used it for my wi fi camera installed outside my house cable quality is good and near 10 ft in length my purpose was to charge my device from a plug point which was bit far it has served the purpose length is about 10 feet so it is ok charging is good haven t used it much but seems to work fine so far want length of 10ft well it s 9 don t buy if u r g 2ml short in my90ml for the rest of us,positive
B08YXJJW8H,sturdy cover almost like a case this remote cover really fits too well on jio remote and seems durable also but bit costly when compared to overall quality quality of the remote cover is quite good and it should be able to provide decent drop protection as long as your remote doesn t land face first it is slightly expensive though should have been around 200 only but does get the job done go for it if you wish to protect your jio set top box remote the case is good and it suits well to the remote it is value for money perfect fit and secure from accidental drops and dust and spills perfect fit for jio remote seems good overall good remote cover hard material,neutral
B09P8M18QM,mute power off options not working after 3 4 days rest is item is a perfect replacement for my generation 2 amazon firestick the remote is working fine but we have to press the buttons harder sometimes more than once remote is working fine for amazon 2nd generation fire stick but it is very expensive and they don t even provide batteries with remote on off and sound button are not working good product please help good one,neutral
B08BG4M4N7,good quality nice fit it s good airtel xtreme set top box cover it s had some thickness and protective go for it very nice quality and fit a good buy which meets expectations very uncomfortable to use height of the cover can be made small i have put in a ball of paper at the back so that the remote fits in correctly and buttons are easy to access good product,neutral
B07VJ9ZTXS,it s good working product there is nothing to dislike about this product only the aux cable is a bit of low quality but as for the price it s a very good product product is easy to install use i use it along with my set up box fire tv stick works seamlessly ery good build quality and performance it works well with my hp laptop the hdmi jack fits with a satisfying click into the laptop so the fit is perfect since this is an adapter only you will need to connect this to your monitor s vga cable duh i ve been using this for slightly more than a month now and everything is perfectly fine with this product i would recommend other too to use this product this product is very helpfulhdmi to vga adapter connects a computer or other devices with hdmi port to a monitor or other devices with vga port i used this product for laptop to old monitor interface and it is working good works fine i didn t notice any lag in the hdmi to vga conversion additional trivia contrary to what s mentioned in product description country of origin is china the convertor works well without any issues in connection but the output quality is not as good as the direct vga connection that i use with my another laptop the cable seems to be of good quality material adapter is sturdy and connects well working smoothly till now in my lenovo laptop and projector recommended product in this price range,positive
